1663888221.780336 tcp   SYN-SENT 0      1               192.168.10.2:45522 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,972ms,0) uid:20001 ino:6366946 sk:343a 1663888221.780355 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923596 lastrcv:58923596 lastack:58923596 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                       
1663888221.780472 mptcp SYN-SENT 0      1               192.168.10.2:45522 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,968ms,0) uid:20001 ino:6366946 sk:343a 1663888221.780486 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                      
1663888221.925569 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:34393 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,952ms,0) uid:20001 ino:6366946 sk:343b 1663888221.925582 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923736 lastrcv:58923736 lastack:58923736 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888221.925618 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:47827 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,952ms,0) uid:20001 ino:6366946 sk:343c 1663888221.925629 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923736 lastrcv:58923736 lastack:58923736 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888221.925642 tcp   ESTAB    0      37              192.168.10.2:45524 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,280ms,0) uid:20001 ino:6366947 sk:343d 1663888221.925654 	 ts sack reno wscale:7,7 rto:336 rtt:60.393/30.196 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:33 bytes_sent:37 bytes_acked:1 segs_out:4 segs_in:1 data_segs_out:1 send 1891610bps lastsnd:44 lastrcv:44 lastack:44 pacing_rate 3836200bps delivered:1 busy:44ms unacked:1 rcv_space:14280 rcv_ssthresh:64108 minrtt:60.393                                         
1663888221.925670 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f1:57651 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,948ms,0) uid:20001 ino:6366946 sk:343e 1663888221.925684 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923740 lastrcv:58923740 lastack:58923740 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888221.925724 tcp   ESTAB    0      0               192.168.10.2:45522 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) uid:20001 ino:6366946 sk:343f 1663888221.925737 	 ts sack reno wscale:7,7 rto:264 rtt:60.471/22.697 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:33 bytes_sent:37 bytes_acked:38 segs_out:4 segs_in:4 data_segs_out:1 send 1889170bps lastsnd:112 lastrcv:112 lastack:52 pacing_rate 3778328bps delivery_rate 189104bps delivered:2 busy:60ms rcv_space:14280 rcv_ssthresh:64108 minrtt:60.409                                           
1663888221.925803 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:34393 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,944ms,0) uid:20001 ino:6366946 sk:343b 1663888221.925816 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888221.925867 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:47827 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,944ms,0) uid:20001 ino:6366946 sk:343c 1663888221.925881 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888221.925895 mptcp ESTAB    0      37              192.168.10.2:45524 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,272ms,0) uid:20001 ino:6366947 sk:343d 1663888221.925908 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:1                                                                                                                                                                                                                                                                                                                
1663888221.925922 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f1:57651 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,940ms,0) uid:20001 ino:6366946 sk:343e 1663888221.925935 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888221.925979 mptcp ESTAB    0      0               192.168.10.2:45522 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) uid:20001 ino:6366946 sk:343f 1663888221.925993 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594                                                                                                                                                                                                                                                                                                                                             
1663888222.067864 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:34393 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,808ms,0) uid:20001 ino:6366946 sk:343b 1663888222.067884 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923880 lastrcv:58923880 lastack:58923880 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.067895 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:48103 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,872ms,0) uid:20001 ino:6366947 sk:3440 1663888222.067905 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923880 lastrcv:58923880 lastack:58923880 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.067945 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:47827 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,808ms,0) uid:20001 ino:6366946 sk:343c 1663888222.067958 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923880 lastrcv:58923880 lastack:58923880 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.067971 tcp   ESTAB    0      0               192.168.10.2:45524 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) uid:20001 ino:6366947 sk:343d 1663888222.067984 	 ts sack reno wscale:7,7 rto:264 rtt:60.371/22.69 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:33 bytes_sent:37 bytes_acked:38 segs_out:4 segs_in:4 data_segs_out:1 send 1892299bps lastsnd:188 lastrcv:188 lastack:128 pacing_rate 3784552bps delivery_rate 189696bps delivered:2 busy:60ms rcv_space:14280 rcv_ssthresh:64108 minrtt:60.222                                           
1663888222.067997 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f1:51109 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,868ms,0) uid:20001 ino:6366947 sk:3441 1663888222.068008 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923884 lastrcv:58923884 lastack:58923884 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.068019 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:60435 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,868ms,0) uid:20001 ino:6366947 sk:3442 1663888222.068029 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923884 lastrcv:58923884 lastack:58923884 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.068040 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f1:57651 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,804ms,0) uid:20001 ino:6366946 sk:343e 1663888222.068053 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58923884 lastrcv:58923884 lastack:58923884 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.068090 tcp   ESTAB    0      0               192.168.10.2:45522 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) uid:20001 ino:6366946 sk:343f 1663888222.068102 	 ts sack reno wscale:7,7 rto:264 rtt:60.471/22.697 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:33 bytes_sent:37 bytes_acked:38 segs_out:4 segs_in:4 data_segs_out:1 send 1889170bps lastsnd:256 lastrcv:256 lastack:196 pacing_rate 3778328bps delivery_rate 189104bps delivered:2 busy:60ms rcv_space:14280 rcv_ssthresh:64108 minrtt:60.409                                          
1663888222.068164 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:34393 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,800ms,0) uid:20001 ino:6366946 sk:343b 1663888222.068174 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.068185 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:48103 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,864ms,0) uid:20001 ino:6366947 sk:3440 1663888222.068197 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.068237 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:47827 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,800ms,0) uid:20001 ino:6366946 sk:343c 1663888222.068250 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.068262 mptcp ESTAB    0      0               192.168.10.2:45524 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) uid:20001 ino:6366947 sk:343d 1663888222.068274 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594                                                                                                                                                                                                                                                                                                                                             
1663888222.068286 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f1:51109 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,864ms,0) uid:20001 ino:6366947 sk:3441 1663888222.068299 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.068311 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:60435 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,864ms,0) uid:20001 ino:6366947 sk:3442 1663888222.068324 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.068336 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f1:57651 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,800ms,0) uid:20001 ino:6366946 sk:343e 1663888222.068348 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.068381 mptcp ESTAB    0      0               192.168.10.2:45522 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) uid:20001 ino:6366946 sk:343f 1663888222.068393 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594                                                                                                                                                                                                                                                                                                                                             
1663888222.209403 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:34393 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,664ms,0) uid:20001 ino:6366946 sk:343b 1663888222.209415 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58924024 lastrcv:58924024 lastack:58924024 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.209426 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:48103 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,728ms,0) uid:20001 ino:6366947 sk:3440 1663888222.209437 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58924024 lastrcv:58924024 lastack:58924024 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.209479 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:47827 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,664ms,0) uid:20001 ino:6366946 sk:343c 1663888222.209490 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58924024 lastrcv:58924024 lastack:58924024 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.209500 tcp   ESTAB    0      0               192.168.10.2:45524 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) uid:20001 ino:6366947 sk:343d 1663888222.209513 	 ts sack reno wscale:7,7 rto:264 rtt:60.371/22.69 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:33 bytes_sent:37 bytes_acked:38 segs_out:4 segs_in:4 data_segs_out:1 send 1892299bps lastsnd:332 lastrcv:332 lastack:272 pacing_rate 3784552bps delivery_rate 189696bps delivered:2 busy:60ms rcv_space:14280 rcv_ssthresh:64108 minrtt:60.222                                           
1663888222.209525 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f1:51109 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,728ms,0) uid:20001 ino:6366947 sk:3441 1663888222.209538 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58924024 lastrcv:58924024 lastack:58924024 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.209550 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f0:60435 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,728ms,0) uid:20001 ino:6366947 sk:3442 1663888222.209562 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58924024 lastrcv:58924024 lastack:58924024 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.209575 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f1:57651 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,664ms,0) uid:20001 ino:6366946 sk:343e 1663888222.209587 	 reno rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:58924024 lastrcv:58924024 lastack:58924024 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                          
1663888222.209625 tcp   ESTAB    0      0               192.168.10.2:45522 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) uid:20001 ino:6366946 sk:343f 1663888222.209637 	 ts sack reno wscale:7,7 rto:264 rtt:60.471/22.697 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:33 bytes_sent:37 bytes_acked:38 segs_out:4 segs_in:4 data_segs_out:1 send 1889170bps lastsnd:396 lastrcv:396 lastack:336 pacing_rate 3778328bps delivery_rate 189104bps delivered:2 busy:60ms rcv_space:14280 rcv_ssthresh:64108 minrtt:60.409                                          
1663888222.209695 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:34393 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,660ms,0) uid:20001 ino:6366946 sk:343b 1663888222.209707 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.209720 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:48103 192.168.4.1:5101 users:(("iperf3",pid=5090,fd=6)) timer:(on,724ms,0) uid:20001 ino:6366947 sk:3440 1663888222.209732 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
1663888222.209772 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f0:47827 192.168.3.1:5101 users:(("iperf3",pid=5090,fd=4)) timer:(on,660ms,0) uid:20001 ino:6366946 sk:343c 1663888222.209784 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                         
