1663888494.605426 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:59196420 lastrcv:59196420 lastack:59196420 unacked:1 rcv_ssthresh:64240
1663888496.915500 	 ts sack olia wscale:7,7 rto:3176 rtt:953.419/555.504 ato:40 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:5 bytes_sent:41 bytes_acked:38 bytes_received:1 segs_out:8 segs_in:6 data_segs_out:2 data_segs_in:1 send 119821bps lastsnd:1184 lastrcv:1184 lastack:1184 pacing_rate 143784bps delivery_rate 189280bps delivered:2 busy:1244ms unacked:1 retrans:0/1 rcv_space:14280 rcv_ssthresh:64108 minrtt:60.355
1663888496.915523 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:2 lastsnd:59198732 lastrcv:59198732 lastack:59198732 unacked:1 retrans:1/1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                            
1663888496.915551 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888496.915580 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888496.915607 	 subflows:1 add_addr_accepted_max:7 token:9c40 write_seq:21800000594 snd_una:1                                                                                                                                                                                                                                                                                                                                                
1663888496.915635 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:100000001                                                                                                                                                                                                                                                                                                    
1663888497.059748 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59198872 lastrcv:59198872 lastack:59198872 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
1663888497.059781 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59198872 lastrcv:59198872 lastack:59198872 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
1663888497.059803 	 ts sack olia wscale:7,7 rto:3176 rtt:953.419/555.504 ato:40 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:5 bytes_sent:41 bytes_acked:38 bytes_received:1 segs_out:8 segs_in:6 data_segs_out:2 data_segs_in:1 send 119821bps lastsnd:1328 lastrcv:1328 lastack:1328 pacing_rate 143784bps delivery_rate 189280bps delivered:2 busy:1388ms unacked:1 retrans:0/1 rcv_space:14280 rcv_ssthresh:64108 minrtt:60.355
1663888497.059830 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:2 lastsnd:59198876 lastrcv:59198876 lastack:59198876 unacked:1 retrans:1/1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                            
1663888497.059853 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888497.059875 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888497.059901 	 subflows:1 add_addr_accepted_max:7 token:9c40 write_seq:21800000594 snd_una:1                                                                                                                                                                                                                                                                                                                                                
1663888497.059923 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:100000001                                                                                                                                                                                                                                                                                                    
