1663209708.122248 tcp   SYN-SENT 0      1               192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,984ms,0) uid:20001 ino:1031676 sk:1fb3 1663209708.122266 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300132 lastrcv:14300132 lastack:14300132 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                           
1663209708.269942 mptcp ESTAB    0      28560           192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,056ms,0) uid:20001 ino:1031676 sk:1fba 1663209708.269956 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:14                                                                                                                                                                                                                                                                                                  
1663209708.269998 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:60625 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,888ms,0) uid:20001 ino:1031676 sk:1fbb 1663209708.270012 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                            
1663209708.270023 mptcp ESTAB    0      28560           192.168.10.2:34278 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,060ms,0) uid:20001 ino:1031677 sk:1fbc 1663209708.270033 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:14                                                                                                                                                                                                                                                                                                  
1663209708.270047 mptcp ESTAB    0      14280  192.168.20.2%enp6s0f1:46005 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,052ms,0) uid:20001 ino:1031677 sk:1fbd 1663209708.270059 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:a                                                                                                                                                                                                                                                                                                   
1663209708.270093 mptcp ESTAB    0      28560  192.168.20.2%enp6s0f1:39699 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,056ms,0) uid:20001 ino:1031676 sk:1fbe 1663209708.270107 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:14                                                                                                                                                                                                                                                                                                  
1663209708.419636 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:56015 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,780ms,0) uid:20001 ino:1031677 sk:1fb7 1663209708.419705 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300428 lastrcv:14300428 lastack:14300428 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                      
1663209708.419724 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:60309 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,748ms,0) uid:20001 ino:1031676 sk:1fb8 1663209708.419737 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300428 lastrcv:14300428 lastack:14300428 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                      
1663209708.419769 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:59691 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,776ms,0) uid:20001 ino:1031677 sk:1fb9 1663209708.419780 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300432 lastrcv:14300432 lastack:14300432 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                      
1663209708.419790 tcp   ESTAB    0      328704          192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,072ms,0) uid:20001 ino:1031676 sk:1fba 1663209708.419800 	 ts sack lia wscale:7,7 rto:236 rtt:32.137/1.183 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:234 bytes_sent:662893 bytes_acked:351326 segs_out:477 segs_in:106 data_segs_out:474 send 83181878bps lastsnd:4 lastrcv:288 lastack:4 pacing_rate 166362456bps delivery_rate 41346104bps delivered:253 busy:224ms unacked:222 rcv_space:14280 rcv_ssthresh:64108 notsent:17136 minrtt:30.198   
1663209708.419841 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:60625 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,744ms,0) uid:20001 ino:1031676 sk:1fbb 1663209708.419852 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300432 lastrcv:14300432 lastack:14300432 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                      
1663209708.419866 tcp   ESTAB    0      164220          192.168.10.2:34278 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,076ms,0) uid:20001 ino:1031677 sk:1fbc 1663209708.419881 	 ts sack lia wscale:7,7 rto:236 rtt:32.15/1.139 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:117 bytes_sent:434301 bytes_acked:274366 segs_out:317 segs_in:79 data_segs_out:314 send 41574121bps lastrcv:256 pacing_rate 83147912bps delivery_rate 24877896bps delivered:201 busy:224ms sndbuf_limited:36ms(16.1%) unacked:114 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.118
1663209708.419892 tcp   ESTAB    0      334152 192.168.20.2%enp6s0f1:46005 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,080ms,0) uid:20001 ino:1031677 sk:1fbd 1663209708.419903 	 ts sack lia wscale:7,7 rto:236 rtt:34.458/1.512 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:242 bytes_sent:652444 bytes_acked:322753 segs_out:473 segs_in:90 data_segs_out:471 send 80231238bps lastrcv:192 pacing_rate 160461304bps delivery_rate 37201368bps delivered:233 busy:164ms unacked:239 rcv_space:14280 rcv_ssthresh:64108 notsent:4460 minrtt:30.123                         
1663209708.419937 tcp   ESTAB    0      285600 192.168.20.2%enp6s0f1:39699 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,060ms,0) uid:20001 ino:1031676 sk:1fbe 1663209708.419948 	 ts sack lia wscale:7,7 rto:240 rtt:36.195/1.64 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:202 bytes_sent:608064 bytes_acked:322465 segs_out:432 segs_in:93 data_segs_out:430 send 63755988bps lastsnd:24 lastrcv:224 lastack:24 pacing_rate 127510648bps delivery_rate 30303176bps delivered:229 busy:192ms unacked:202 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.252                 
1663209708.419983 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:56015 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,772ms,0) uid:20001 ino:1031677 sk:1fb7 1663209708.419997 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                    
1663209708.420011 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:60309 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,740ms,0) uid:20001 ino:1031676 sk:1fb8 1663209708.420026 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                    
1663209708.420072 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:59691 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,772ms,0) uid:20001 ino:1031677 sk:1fb9 1663209708.420086 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                    
1663209708.420101 mptcp ESTAB    0      395820          192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,080ms,0) uid:20001 ino:1031676 sk:1fba 1663209708.420112 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:10e                                                                                                                                                                                                                                                                                                                         
1663209708.420144 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:60625 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,740ms,0) uid:20001 ino:1031676 sk:1fbb 1663209708.420157 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                    
1663209708.420168 mptcp ESTAB    0      164220          192.168.10.2:34278 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,072ms,0) uid:20001 ino:1031677 sk:1fbc 1663209708.420181 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:72                                                                                                                                                                                                                                                                                                                          
1663209708.420195 mptcp ESTAB    0      362536 192.168.20.2%enp6s0f1:46005 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,076ms,0) uid:20001 ino:1031677 sk:1fbd 1663209708.420209 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:102                                                                                                                                                                                                                                                                                                                         
1663209708.420252 mptcp ESTAB    0      327012 192.168.20.2%enp6s0f1:39699 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,084ms,0) uid:20001 ino:1031676 sk:1fbe 1663209708.420266 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:e6                                                                                                                                                                                                                                                                                                                          
1663209708.569494 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:56015 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,628ms,0) uid:20001 ino:1031677 sk:1fb7 1663209708.569565 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300580 lastrcv:14300580 lastack:14300580 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                               
1663209708.569584 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:60309 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,596ms,0) uid:20001 ino:1031676 sk:1fb8 1663209708.569596 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300580 lastrcv:14300580 lastack:14300580 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                               
1663209708.569626 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:59691 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,628ms,0) uid:20001 ino:1031677 sk:1fb9 1663209708.569637 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300580 lastrcv:14300580 lastack:14300580 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                               
1663209708.569647 tcp   ESTAB    0      1279488          192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,272ms,0) uid:20001 ino:1031676 sk:1fba 1663209708.569657 	 ts sack lia wscale:7,7 rto:276 rtt:75.914/1.383 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:501 ssthresh:448 bytes_sent:2729209 bytes_retrans:181356 bytes_acked:1291214 segs_out:1924 segs_in:243 data_segs_out:1921 send 75393524bps lastsnd:4 lastrcv:436 lastack:4 pacing_rate 158912768bps delivery_rate 64898752bps delivered:1169 busy:372ms unacked:880 retrans:127/127 lost:252 sacked:254 rcv_space:14280 rcv_ssthresh:64108 notsent:22848 minrtt:30.198                 
1663209708.569688 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:60625 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,596ms,0) uid:20001 ino:1031676 sk:1fbb 1663209708.569698 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300580 lastrcv:14300580 lastack:14300580 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                               
1663209708.569708 tcp   ESTAB    0      525504           192.168.10.2:34278 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,240ms,0) uid:20001 ino:1031677 sk:1fbc 1663209708.569718 	 ts sack lia wscale:7,7 rto:276 rtt:73.667/3.214 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:312 ssthresh:184 bytes_sent:1178289 bytes_retrans:25704 bytes_acked:629938 segs_out:838 segs_in:148 data_segs_out:835 send 48383781bps lastsnd:36 lastrcv:404 lastack:36 pacing_rate 68109240bps delivery_rate 27563440bps delivered:488 busy:372ms sndbuf_limited:36ms(9.7%) unacked:366 retrans:18/18 lost:36 sacked:36 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.118
1663209708.569728 tcp   ESTAB    0      768264  192.168.20.2%enp6s0f1:46005 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,268ms,0) uid:20001 ino:1031677 sk:1fbd 1663209708.569745 	 ts sack lia wscale:7,7 rto:276 rtt:75.562/2.197 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:196 ssthresh:268 bytes_sent:1729156 bytes_retrans:234192 bytes_acked:729557 segs_out:1228 segs_in:176 data_segs_out:1226 send 29632673bps lastsnd:8 lastrcv:340 lastack:8 pacing_rate 97243544bps delivery_rate 38821552bps delivered:771 busy:312ms unacked:536 retrans:164/164 lost:260 sacked:244 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.123                     
1663209708.569779 tcp   ESTAB    0      1075284 192.168.20.2%enp6s0f1:39699 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,272ms,0) uid:20001 ino:1031676 sk:1fbe 1663209708.569789 	 ts sack lia wscale:7,7 rto:276 rtt:75.348/2.751 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:514 ssthresh:376 bytes_sent:2258832 bytes_retrans:99960 bytes_acked:1106437 segs_out:1588 segs_in:199 data_segs_out:1586 send 77930881bps lastsnd:4 lastrcv:376 lastack:4 pacing_rate 134088296bps delivery_rate 55071136bps delivered:920 busy:344ms unacked:737 retrans:70/70 lost:153 sacked:140 rcv_space:14280 rcv_ssthresh:64108 notsent:22848 minrtt:30.252                     
1663209708.569819 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:56015 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,620ms,0) uid:20001 ino:1031677 sk:1fb7 1663209708.569833 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                                             
1663209708.569850 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:60309 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,588ms,0) uid:20001 ino:1031676 sk:1fb8 1663209708.569860 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                                             
1663209708.569895 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:59691 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,620ms,0) uid:20001 ino:1031677 sk:1fb9 1663209708.569905 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                                             
1663209708.569915 mptcp ESTAB    0      1279488          192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,280ms,0) uid:20001 ino:1031676 sk:1fba 1663209708.569929 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:15200000370 rcv_nxt:be0000014e                                                                                                                                                                                                                                                                                                                                                                     
1663209708.569968 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:60625 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,588ms,0) uid:20001 ino:1031676 sk:1fbb 1663209708.569978 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                                             
