1663208385.116169 tcp   SYN-SENT 0      1               192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,984ms,0) uid:20001 ino:871592 sk:1c11 1663208385.116239 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977124 lastrcv:12977124 lastack:12977124 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663208389.310117 tcp   ESTAB 0      202776 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208389.310128 	 ts sack olia wscale:7,7 rto:236 rtt:32.303/0.046 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:142 ssthresh:133 bytes_sent:24686044 bytes_retrans:396984 bytes_acked:24089141 segs_out:17296 segs_in:6749 data_segs_out:17294 send 50218494bps lastrcv:4088 pacing_rate 60260560bps delivery_rate 49019448bps delivered:16877 busy:4060ms sndbuf_limited:3584ms(88.3%) unacked:140 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115                   
1663208389.310139 tcp   ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.310151 	 ts sack olia wscale:7,7 rto:236 rtt:32.228/0.089 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:130 ssthresh:125 bytes_sent:23049612 bytes_retrans:361284 bytes_acked:22505545 segs_out:16147 segs_in:6496 data_segs_out:16145 send 46081668bps lastsnd:4 lastrcv:4124 lastack:4 pacing_rate 55297568bps delivery_rate 45029416bps delivered:15765 busy:4088ms sndbuf_limited:3348ms(81.9%) unacked:128 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23
1663208389.310163 tcp   ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,056ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.310182 	 ts sack olia wscale:7,7 rto:232 rtt:31.692/0.118 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:84 ssthresh:80 bytes_sent:15183753 bytes_retrans:239904 bytes_acked:14823898 segs_out:10646 segs_in:4184 data_segs_out:10643 send 30279440bps lastsnd:16 lastrcv:4156 lastack:16 pacing_rate 36335040bps delivery_rate 30080120bps delivered:10392 busy:4124ms sndbuf_limited:3956ms(95.9%) unacked:84 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097             
1663208389.310194 mptcp ESTAB 0      259896          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208389.310206 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:b3                                                                                                                                                                                                                                                                                                                                                                                                               
1663208389.310270 mptcp ESTAB 0      202776 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208389.310284 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:8b                                                                                                                                                                                                                                                                                                                                                                                                               
1663208389.310298 mptcp ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,064ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.310313 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:80                                                                                                                                                                                                                                                                                                                                                                                                               
1663208389.310327 mptcp ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.310341 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:52                                                                                                                                                                                                                                                                                                                                                                                                               
1663208389.460721 tcp   ESTAB 0      259896          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208389.460789 	 ts sack olia wscale:7,7 rto:232 rtt:31.913/0.09 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:182 ssthresh:174 bytes_sent:33670585 bytes_retrans:486948 bytes_acked:32926598 segs_out:23588 segs_in:8785 data_segs_out:23585 send 65151130bps lastrcv:4336 pacing_rate 78179512bps delivery_rate 64241928bps delivered:23065 busy:4272ms sndbuf_limited:2416ms(56.6%) unacked:180 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.099                       
1663208389.460852 tcp   ESTAB 0      204204 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c19 1663208389.460862 	 ts sack olia wscale:7,7 rto:236 rtt:32.553/0.052 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:143 ssthresh:133 bytes_sent:25615672 bytes_retrans:396984 bytes_acked:25018769 segs_out:17947 segs_in:7031 data_segs_out:17945 send 50183762bps lastsnd:12 lastrcv:4240 lastack:12 pacing_rate 60220280bps delivery_rate 49028544bps delivered:17528 busy:4212ms sndbuf_limited:3736ms(88.7%) unacked:140 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.115
1663208389.460872 tcp   ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.460882 	 ts sack olia wscale:7,7 rto:236 rtt:32.544/0.081 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:130 ssthresh:125 bytes_sent:23916408 bytes_retrans:361284 bytes_acked:23372341 segs_out:16754 segs_in:6756 data_segs_out:16752 send 45634218bps lastrcv:4276 pacing_rate 54760424bps delivery_rate 44824712bps delivered:16372 busy:4240ms sndbuf_limited:3472ms(81.9%) unacked:128 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23                       
1663208389.460892 tcp   ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.460904 	 ts sack olia wscale:7,7 rto:232 rtt:31.814/0.102 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:84 ssthresh:80 bytes_sent:15783513 bytes_retrans:239904 bytes_acked:15423658 segs_out:11066 segs_in:4369 data_segs_out:11063 send 30163324bps lastsnd:4 lastrcv:4304 lastack:4 pacing_rate 36195840bps delivery_rate 30060328bps delivered:10812 busy:4272ms sndbuf_limited:4104ms(96.1%) unacked:84 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097                  
1663208389.460915 mptcp ESTAB 0      259896          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208389.460933 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:b4                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208389.460990 mptcp ESTAB 0      204204 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208389.461001 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:8d                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208389.461013 mptcp ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.461026 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:80                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208389.461039 mptcp ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.461052 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:54                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208389.609975 tcp   ESTAB 0      259896          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208389.610051 	 ts sack olia wscale:7,7 rto:232 rtt:31.761/0.098 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:182 ssthresh:174 bytes_sent:34872961 bytes_retrans:486948 bytes_acked:34128974 segs_out:24430 segs_in:9149 data_segs_out:24427 send 65462926bps lastsnd:4 lastrcv:4484 lastack:4 pacing_rate 78553656bps delivery_rate 64435176bps delivered:23907 busy:4420ms sndbuf_limited:2448ms(55.4%) unacked:180 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.099
1663208389.610114 tcp   ESTAB 0      204204 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208389.610125 	 ts sack olia wscale:7,7 rto:236 rtt:32.481/0.081 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:143 ssthresh:133 bytes_sent:26590996 bytes_retrans:396984 bytes_acked:25994093 segs_out:18630 segs_in:7327 data_segs_out:18628 send 50295003bps lastrcv:4388 pacing_rate 60352840bps delivery_rate 49268488bps delivered:18211 busy:4360ms sndbuf_limited:3884ms(89.1%) unacked:140 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.115                    
1663208389.610135 tcp   ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,060ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.610145 	 ts sack olia wscale:7,7 rto:236 rtt:32.598/0.07 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:130 ssthresh:125 bytes_sent:24696096 bytes_retrans:361284 bytes_acked:24152029 segs_out:17300 segs_in:6992 data_segs_out:17298 send 45558623bps lastsnd:16 lastrcv:4428 lastack:16 pacing_rate 54668880bps delivery_rate 44787648bps delivered:16918 busy:4392ms sndbuf_limited:3576ms(81.4%) unacked:128 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23
1663208389.610156 tcp   ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.610166 	 ts sack olia wscale:7,7 rto:232 rtt:31.791/0.1 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:84 ssthresh:80 bytes_sent:16353285 bytes_retrans:239904 bytes_acked:15993430 segs_out:11465 segs_in:4549 data_segs_out:11462 send 30185147bps lastsnd:4 lastrcv:4456 lastack:4 pacing_rate 36221600bps delivery_rate 29974880bps delivered:11211 busy:4424ms sndbuf_limited:4256ms(96.2%) unacked:84 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097                  
1663208389.610185 mptcp ESTAB 0      259896          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208389.610196 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:b4                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.610254 mptcp ESTAB 0      204204 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208389.610267 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:8d                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.610280 mptcp ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.610294 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7f                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.610310 mptcp ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.610324 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:54                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.758446 tcp   ESTAB 0      261324          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c16 1663208389.758523 	 ts sack olia wscale:7,7 rto:236 rtt:32.021/0.058 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:183 ssthresh:174 bytes_sent:36119605 bytes_retrans:486948 bytes_acked:35375618 segs_out:25303 segs_in:9531 data_segs_out:25300 send 65288155bps lastrcv:4632 pacing_rate 78344560bps delivery_rate 64453848bps delivered:24780 busy:4568ms sndbuf_limited:2448ms(53.6%) unacked:180 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.099                    
1663208389.758591 tcp   ESTAB 0      204204 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208389.758602 	 ts sack olia wscale:7,7 rto:236 rtt:32.526/0.123 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:143 ssthresh:133 bytes_sent:27450652 bytes_retrans:396984 bytes_acked:26852321 segs_out:19232 segs_in:7588 data_segs_out:19230 send 50225420bps lastsnd:4 lastrcv:4540 lastack:4 pacing_rate 60269808bps delivery_rate 49717936bps delivered:18812 busy:4512ms sndbuf_limited:4036ms(89.5%) unacked:141 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115
1663208389.758613 tcp   ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.758624 	 ts sack olia wscale:7,7 rto:236 rtt:32.629/0.068 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:130 ssthresh:125 bytes_sent:25608588 bytes_retrans:361284 bytes_acked:25064521 segs_out:17939 segs_in:7267 data_segs_out:17937 send 45515339bps lastrcv:4576 pacing_rate 54617984bps delivery_rate 44768448bps delivered:17557 busy:4540ms sndbuf_limited:3684ms(81.1%) unacked:128 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23                     
1663208389.758635 tcp   ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.758646 	 ts sack olia wscale:7,7 rto:232 rtt:31.888/0.107 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:84 ssthresh:80 bytes_sent:16865937 bytes_retrans:239904 bytes_acked:16508938 segs_out:11824 segs_in:4713 data_segs_out:11821 send 30093327bps lastrcv:4604 pacing_rate 36111000bps delivery_rate 29376816bps delivered:11572 busy:4572ms sndbuf_limited:4404ms(96.3%) unacked:82 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.097                       
1663208389.758663 mptcp ESTAB 0      261324          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208389.758678 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:b4                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.758747 mptcp ESTAB 0      204204 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208389.758759 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:8c                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.758772 mptcp ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.758786 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:80                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.758800 mptcp ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.758813 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:52                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.908100 tcp   ESTAB 0      261324          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c16 1663208389.908177 	 ts sack olia wscale:7,7 rto:236 rtt:32.062/0.046 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:183 ssthresh:174 bytes_sent:37266289 bytes_retrans:486948 bytes_acked:36520874 segs_out:26106 segs_in:9883 data_segs_out:26103 send 65204666bps lastrcv:4780 pacing_rate 78243768bps delivery_rate 63583760bps delivered:25582 busy:4716ms sndbuf_limited:2448ms(51.9%) unacked:181 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.099                    
1663208389.908250 tcp   ESTAB 0      205632 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208389.908261 	 ts sack olia wscale:7,7 rto:236 rtt:32.621/0.121 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:144 ssthresh:133 bytes_sent:28434544 bytes_retrans:396984 bytes_acked:27836213 segs_out:19921 segs_in:7885 data_segs_out:19919 send 50429355bps lastsnd:4 lastrcv:4688 lastack:4 pacing_rate 60513600bps delivery_rate 49630048bps delivered:19501 busy:4660ms sndbuf_limited:4184ms(89.8%) unacked:141 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.115
1663208389.908271 tcp   ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.908281 	 ts sack olia wscale:7,7 rto:236 rtt:32.647/0.024 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:130 ssthresh:125 bytes_sent:26369712 bytes_retrans:361284 bytes_acked:25825645 segs_out:18472 segs_in:7498 data_segs_out:18470 send 45490244bps lastrcv:4724 pacing_rate 54587240bps delivery_rate 44653616bps delivered:18090 busy:4688ms sndbuf_limited:3816ms(81.4%) unacked:128 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23                     
1663208389.908291 tcp   ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.908301 	 ts sack olia wscale:7,7 rto:232 rtt:31.929/0.105 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:84 ssthresh:80 bytes_sent:17462841 bytes_retrans:239904 bytes_acked:17102986 segs_out:12242 segs_in:4901 data_segs_out:12239 send 30054684bps lastsnd:4 lastrcv:4752 lastack:4 pacing_rate 36065616bps delivery_rate 29845296bps delivered:11988 busy:4720ms sndbuf_limited:4552ms(96.4%) unacked:84 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097                
1663208389.908311 mptcp ESTAB 0      261324          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c16 1663208389.908325 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:b4                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.908386 mptcp ESTAB 0      205632 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c19 1663208389.908397 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:8d                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.908407 mptcp ESTAB 0      185640 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208389.908422 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:80                                                                                                                                                                                                                                                                                                                                                                                                                
1663208389.908435 mptcp ESTAB 0      119952          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c1d 1663208389.908450 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:54                                                                                                                                                                                                                                                                                                                                                                                                                
1663208390.057811 tcp   ESTAB 0      261324          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208390.057888 	 ts sack olia wscale:7,7 rto:236 rtt:32.012/0.087 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:183 ssthresh:174 bytes_sent:38482945 bytes_retrans:486948 bytes_acked:37737530 segs_out:26958 segs_in:10256 data_segs_out:26955 send 65306510bps lastsnd:4 lastrcv:4932 lastack:4 pacing_rate 78365976bps delivery_rate 64345536bps delivered:26434 busy:4868ms sndbuf_limited:2448ms(50.3%) unacked:181 retrans:0/341 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.099
1663208390.057953 tcp   ESTAB 0      205632 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208390.057963 	 ts sack olia wscale:7,7 rto:236 rtt:32.557/0.028 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:144 ssthresh:133 bytes_sent:29321332 bytes_retrans:396984 bytes_acked:28721573 segs_out:20542 segs_in:8153 data_segs_out:20540 send 50528488bps lastrcv:4836 pacing_rate 60633720bps delivery_rate 49735040bps delivered:20121 busy:4808ms sndbuf_limited:4332ms(90.1%) unacked:142 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115                     
1663208390.057974 tcp   ESTAB 0      187068 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c1c 1663208390.057984 	 ts sack olia wscale:7,7 rto:236 rtt:32.647/0.079 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:131 ssthresh:125 bytes_sent:27252216 bytes_retrans:361284 bytes_acked:26706721 segs_out:19090 segs_in:7762 data_segs_out:19088 send 45840169bps lastsnd:8 lastrcv:4876 lastack:8 pacing_rate 55007144bps delivery_rate 44390160bps delivered:18707 busy:4840ms sndbuf_limited:3968ms(82.0%) unacked:129 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23  
1663208390.057994 tcp   ESTAB 0      121380          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208390.058005 	 ts sack olia wscale:7,7 rto:232 rtt:31.92/0.103 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:85 ssthresh:80 bytes_sent:18029757 bytes_retrans:239904 bytes_acked:17668474 segs_out:12639 segs_in:5080 data_segs_out:12636 send 30421053bps lastsnd:4 lastrcv:4904 lastack:4 pacing_rate 36504400bps delivery_rate 29897368bps delivered:12384 busy:4872ms sndbuf_limited:4704ms(96.6%) unacked:85 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.097                  
1663208390.058016 mptcp ESTAB 0      261324          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c16 1663208390.058027 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:b5                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208390.058092 mptcp ESTAB 0      205632 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208390.058102 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:8e                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208390.058113 mptcp ESTAB 0      187068 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,064ms,0) uid:20001 ino:871592 sk:1c1c 1663208390.058126 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:81                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208390.058137 mptcp ESTAB 0      121380          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208390.058151 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:53                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208390.205660 tcp   ESTAB 0      131376          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208390.205732 	 ts sack olia wscale:7,7 rto:232 rtt:31.199/0.269 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:92 ssthresh:92 bytes_sent:39516817 bytes_retrans:489804 bytes_acked:38895638 segs_out:27682 segs_in:10545 data_segs_out:27679 send 33687234bps lastrcv:5080 pacing_rate 40423544bps delivery_rate 41483296bps delivered:27245 busy:5016ms sndbuf_limited:2508ms(50.0%) unacked:92 retrans:0/343 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.099                                   
1663208390.205793 tcp   ESTAB 0      207060 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c19 1663208390.205803 	 ts sack olia wscale:7,7 rto:236 rtt:32.917/0.125 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:145 ssthresh:133 bytes_sent:30256672 bytes_retrans:396984 bytes_acked:29656913 segs_out:21197 segs_in:8434 data_segs_out:21195 send 50322933bps lastsnd:8 lastrcv:4988 lastack:8 pacing_rate 60386144bps delivery_rate 49805464bps delivered:20776 busy:4960ms sndbuf_limited:4484ms(90.4%) unacked:142 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.115
