1663210380.106731 tcp   SYN-SENT 0      1               192.168.10.2:34596 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,984ms,0) uid:20001 ino:1113443 sk:2175 1663210380.106743 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14972120 lastrcv:14972120 lastack:14972120 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                         
1663210380.406296 mptcp ESTAB    0      382704 192.168.20.2%enp6s0f1:48439 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,080ms,0) uid:20001 ino:1113443 sk:217c 1663210380.406307 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:108                                                                                                                                                                                                                                                                                                                          
1663210380.406317 mptcp ESTAB    0      396984          192.168.10.2:34596 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,084ms,0) uid:20001 ino:1113443 sk:217d 1663210380.406327 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:112                                                                                                                                                                                                                                                                                                                          
1663210380.406338 mptcp ESTAB    0      215644          192.168.10.2:34598 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,072ms,0) uid:20001 ino:1113444 sk:217e 1663210380.406348 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:9a                                                                                                                                                                                                                                                                                                                           
1663210380.406414 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:35467 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,772ms,0) uid:20001 ino:1113444 sk:217f 1663210380.406425 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210380.406435 mptcp ESTAB    0      342816 192.168.20.2%enp6s0f1:59089 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,076ms,0) uid:20001 ino:1113444 sk:2180 1663210380.406449 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:f1                                                                                                                                                                                                                                                                                                                           
1663210380.555489 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:54183 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,600ms,0) uid:20001 ino:1113443 sk:2179 1663210380.555566 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14972564 lastrcv:14972564 lastack:14972564 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
1663210380.555586 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:53465 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,600ms,0) uid:20001 ino:1113443 sk:217a 1663210380.555598 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14972564 lastrcv:14972564 lastack:14972564 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
1663210380.555629 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:42681 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,628ms,0) uid:20001 ino:1113444 sk:217b 1663210380.555639 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14972568 lastrcv:14972568 lastack:14972568 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
1663210380.555649 tcp   ESTAB    0      669732  192.168.20.2%enp6s0f1:48439 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,244ms,0) uid:20001 ino:1113443 sk:217c 1663210380.555660 	 ts sack lia wscale:7,7 rto:252 rtt:51.473/2.109 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:272 ssthresh:272 bytes_sent:2084912 bytes_retrans:391272 bytes_acked:1023909 segs_out:1467 segs_in:250 data_segs_out:1465 send 60368115bps lastsnd:8 lastrcv:372 lastack:8 pacing_rate 124641192bps delivery_rate 36496584bps delivered:920 busy:340ms unacked:469 retrans:198/274 lost:198 sacked:197 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.187    
1663210380.555680 tcp   ESTAB    0      1008168          192.168.10.2:34596 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,260ms,0) uid:20001 ino:1113443 sk:217d 1663210380.555696 	 ts sack lia wscale:7,7 rto:260 rtt:58.229/1.073 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:337 ssthresh:344 bytes_sent:2490437 bytes_retrans:512652 bytes_acked:1036734 segs_out:1759 segs_in:228 data_segs_out:1756 send 66116334bps lastrcv:436 pacing_rate 154676904bps delivery_rate 56325800bps delivered:1061 busy:372ms unacked:659 retrans:329/359 lost:329 sacked:322 rcv_space:14280 rcv_ssthresh:64108 notsent:67116 minrtt:30.192         
