1663210044.214411 tcp   SYN-SENT 0      1               192.168.10.2:34436 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,988ms,0) uid:20001 ino:1035802 sk:2094 1663210044.214422 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636224 lastrcv:14636224 lastack:14636224 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663210044.513478 tcp   ESTAB    0      342720          192.168.10.2:34436 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,076ms,0) uid:20001 ino:1035802 sk:209d 1663210044.513490 	 ts sack lia wscale:7,7 rto:236 rtt:32.019/0.622 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:240 bytes_sent:698329 bytes_acked:361322 segs_out:494 segs_in:108 data_segs_out:491 send 85629158bps lastrcv:284 pacing_rate 171256304bps delivery_rate 40808712bps delivered:256 busy:216ms unacked:236 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.179                         
1663210044.513549 tcp   ESTAB    0      192780          192.168.10.2:34438 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,072ms,0) uid:20001 ino:1035803 sk:209e 1663210044.513563 	 ts sack lia wscale:7,7 rto:232 rtt:31.839/0.907 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:135 bytes_sent:425397 bytes_acked:238330 segs_out:308 segs_in:72 data_segs_out:305 send 48438707bps lastrcv:248 pacing_rate 96875888bps delivery_rate 11592856bps delivered:175 busy:212ms sndbuf_limited:52ms(24.5%) unacked:131 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.149
1663210044.513602 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:58015 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,772ms,0) uid:20001 ino:1035803 sk:2097 1663210044.513615 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210044.513628 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:57247 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,740ms,0) uid:20001 ino:1035802 sk:2098 1663210044.513641 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210044.513658 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:51143 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,740ms,0) uid:20001 ino:1035802 sk:2099 1663210044.513672 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210044.513685 mptcp ESTAB    0      319872 192.168.20.2%enp6s0f1:60067 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,076ms,0) uid:20001 ino:1035802 sk:209a 1663210044.513697 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:e0                                                                                                                                                                                                                                                                                                                           
1663210044.513735 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:36947 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,772ms,0) uid:20001 ino:1035803 sk:209b 1663210044.513748 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210044.513762 mptcp ESTAB    0      245688 192.168.20.2%enp6s0f1:37825 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,072ms,0) uid:20001 ino:1035803 sk:209c 1663210044.513774 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:ac                                                                                                                                                                                                                                                                                                                           
1663210044.513787 mptcp ESTAB    0      422688          192.168.10.2:34436 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,080ms,0) uid:20001 ino:1035802 sk:209d 1663210044.513800 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:128                                                                                                                                                                                                                                                                                                                          
1663210044.513865 mptcp ESTAB    0      198492          192.168.10.2:34438 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,068ms,0) uid:20001 ino:1035803 sk:209e 1663210044.513876 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:8b                                                                                                                                                                                                                                                                                                                           
