1663210548.195127 tcp   SYN-SENT 0      1               192.168.10.2:34676 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,984ms,0) uid:20001 ino:1131942 sk:21e5 1663210548.195139 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140208 lastrcv:15140208 lastack:15140208 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                            
1663210548.492199 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:58617 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,744ms,0) uid:20001 ino:1131942 sk:21e9 1663210548.492214 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210548.492225 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:44025 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,776ms,0) uid:20001 ino:1131943 sk:21ea 1663210548.492236 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210548.492252 mptcp ESTAB    0      404124          192.168.10.2:34676 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,076ms,0) uid:20001 ino:1131942 sk:21eb 1663210548.492267 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:113                                                                                                                                                                                                                                                                                                                          
1663210548.492278 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:48085 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,776ms,0) uid:20001 ino:1131943 sk:21ec 1663210548.492289 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210548.492323 mptcp ESTAB    0      359856 192.168.20.2%enp6s0f1:49689 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,080ms,0) uid:20001 ino:1131943 sk:21ed 1663210548.492334 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:fc                                                                                                                                                                                                                                                                                                                           
1663210548.492369 mptcp ESTAB    0      236248          192.168.10.2:34678 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,076ms,0) uid:20001 ino:1131943 sk:21ee 1663210548.492382 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:a2                                                                                                                                                                                                                                                                                                                           
1663210548.492394 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:52887 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,744ms,0) uid:20001 ino:1131942 sk:21ef 1663210548.492405 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                     
1663210548.492418 mptcp ESTAB    0      284436 192.168.20.2%enp6s0f1:45469 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,084ms,0) uid:20001 ino:1131942 sk:21f0 1663210548.492433 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:c8                                                                                                                                                                                                                                                                                                                           
1663210548.642323 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:58617 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,600ms,0) uid:20001 ino:1131942 sk:21e9 1663210548.642335 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140652 lastrcv:15140652 lastack:15140652 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
1663210548.642346 tcp   SYN-SENT 0      1      192.168.20.2%enp6s0f1:44025 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,632ms,0) uid:20001 ino:1131943 sk:21ea 1663210548.642357 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140652 lastrcv:15140652 lastack:15140652 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
